Block 6 (size 2299)
+-------+---------------------------+---------------------------------------------+------------+------------+-----------------------------------------+
|       | handle                    | display_name                                |   fs_count |   fg_count | description                             |
|  8718 | kisato.bsky.social             | きさと                         |        184 |        173 | P.E.Jp (Information                      |
|  9304 | nokotaro.com                   | Taketa Nokotaro                |        188 |        114 | takenokoです。エンジニアみたいな         |
|  2195 | km170.bsky.social              | たんたんめん                   |        160 |         39 | 寿司とお絵描きを愛しています。https      |
| 10762 | okumura.bsky.social            | Haruhiko Okumura               |        162 |         20 | https://okumuralab.o                     |
|  4427 | yusukebe.bsky.social           | Yusuke Wada                    |         94 |         38 | https://yusu.ke                          |
|  8723 | nkoz.jp                        | nkoz                           |        202 |        310 | I am a Japanese spea                     |
|  8766 | wangdora.jp                    | Wangdora                       |        215 |        203 | 配信たん2、ドラココなう！、 Voice        |
|  7461 | sanrasa.bsky.social            | 東新宿サンラサー🍛             |        153 |        178 | 旅するカレー屋                           |
|  8760 | koteitan.bsky.social           | alice in the git stash         |        192 |        157 | https://iris.to/kote                     |
|  8483 | saharu.bsky.social             | 彩春@saharu🐈🐾                |        200 |        228 | @s13324@saharu#MacBo                     |
|  9362 | nk1961.com                     | NK1961                         |        176 |        195 | のすとらんどの方から来ました。新しい物好 |
|  2295 | netcomplus.jp                  | YukiMizuki🐈.・.𓂃✍︎             |        148 |         60 | 絵描きの趣味垢やでᝰ✍︎꙳⋆ ▶︎ アニ            |
|  3638 | koyhoge.bsky.social            | KOYAMA Tetsuji (こいほげ)      |         93 |         81 | Programmer                               |
|  7371 | ume.bsky.social                | うめ小沢高広                   |        116 |         26 | 二人組漫画家うめの原作担当。代表作は『東 |
|  7131 | shakara.bsky.social            | SHAKARA                        |        339 |        926 | 1994 / Reggae Artist                     |
|  1817 | hasegawa.bsky.social           | Yosuke HASEGAWA                |        104 |         41 | https://utf-8.jp/                        |
|  7412 | nemomon.bsky.social            | ねももん👻(nemomon)            |        167 |        220 | 某メーカーでおもいでばことかラクレコの企 |
|  7456 | igalog.bsky.social             | IGALOG🍜📷                     |        190 |        239 | 写真撮影/ゲームちょっとする/ラーメン食   |
|  9373 | ijichi.bsky.social             | ijichi🌽                       |        203 |        199 | Nostrから漂着。                          |
+-------+--------------------------------+--------------------------------+------------+------------+------------------------------------------+


Block 7 (size 323)
+-------+----------------------------+------------------------------+------------+------------+-----------------------+
|       | handle                     | display_name                 |   fs_count |   fg_count | description           |
|-------+----------------------------+------------------------------+------------+------------+-----------------------|
| 10726 | dystopiabreaker.xyz        | ⚡️🌙                         |        996 |        206 | cypherpunk intereste  |
|  4478 | bitbanter.com              | Josh Cincinnati              |        307 |        224 | Renersatz Man, Satir  |
|  4409 | laurence.bsky.social       | laurence                     |        286 |        107 | “a scholar” - coinde  |
|  4473 | indigo.bsky.social         | indy 🏴                      |        254 |        131 |                       |
|  4146 | bunny.bsky.social          | bunny                        |        397 |        108 | bunny be hoppin | bi  |
|  9741 | hdevalence.bsky.social     | henry                        |        285 |        131 | prefigurative politi  |
|  3705 | josephdelong.bsky.social   | joseph.eth                   |        153 |         89 | CTO @AstariaXYZ, For  |
|  2236 | hudsonjameson.com          | Hudson Jameson               |        140 |         61 | I enjoy cats, my spo  |
|  9646 | karalabe.bsky.social       | Péter Szilágyi               |        273 |         19 | Something something   |
|  4292 | pinged.bsky.social         | Tarun Chitra                 |        177 |         39 | Techno - Gauntlet -   |
|    46 | lightclient.eth.limo       | ツ                           |        127 |         64 | go-ethereumutc-6 | h  |
|  3713 | danfinlay.com              | Dan Finlay                   |        175 |         77 | A guy who likes burr  |
|  3750 | statelayer.bsky.social     | state                        |        182 |         93 |                       |
|  4579 | goose.art                  | business goose               |        246 |        186 | seattle’s most busin  |
|  4594 | stellz.xyz                 | stellz                       |        206 |         63 | techno leninist, bui  |
|  3620 | gaut.bsky.social           | Gaut                         |        286 |         66 | notoriously satirica  |
|  3687 | scoopy.bsky.social         | scꙮꙮpy | ETH Tokyo           |        116 |         62 | Artist, dog-lover, a  |
|  3903 | cattin.bsky.social         | cattin                       |        125 |        107 | law student // Lima,  |
|  3824 | kits.bsky.social           | Kits                         |        106 |         75 | poetry + shitposting  |
|  3159 | ligi.de                    | ligi                         |        108 |         96 | #android #berlin #c-  |
|  3763 | mugen.bsky.social          | mugen                        |        169 |        117 | 🏮|| anime ai art gam |
|  3747 | purposeunknown.bsky.social | Vee (PurposeUnknown)         |        116 |         68 | podcaster, animator,  |
|  1892 | banteg.xyz                 | banteg                       |        109 |         21 | the bunny talisman o  |
|  9797 | zmanian.bsky.social        | Zaki Manian                  |        108 |         43 |                       |
|  3904 | llllvvuu.dev               | L                            |         97 |         67 |                       |
|  4008 | shiba.bsky.social          | Mashiro                      |        105 |         58 | shiba inu artist      |
|  4378 | penumbra.zone              | penumbra.zone                |         81 |         13 | interchain privacy,   |
|  9721 | durumcrustulum.bsky.social | Deirdre Connolly¹ ²          |         87 |         41 | 🜗 🝒 🝲 crypto as in '  |
|  4073 | pluto.bsky.social          | Pluto                        |        106 |        120 | will code for silly   |
|  2517 | spxdey.bsky.social         | spxdey                       |        114 |         72 | Friendly Neighborhoo  |
|  3741 | comet.bsky.social          | ☄️⚡️                          |         92 |         74 | space rock strategis  |
| 11062 | zsc.bsky.social            | Zak Cole                     |        102 |         48 | Trying to play fair.  |
|  3893 | tuxxy.bsky.social          | tux (they/she) 🏳️‍⚧️🏴🧨        |        108 |         21 | militantly transgend  |
|  3707 | q9f.cc                     | afri                         |         74 |         45 | head of protocol at   |
|  2572 | hersch.bsky.social         | Hersch                       |        116 |         88 | i be cooling bra      |
|  4059 | niccarter.bsky.social      | nic carter                   |        108 |         14 | your favorite         |
|  4207 | swampert.bsky.social       | Sheikh Swampert              |         90 |         77 | West Ham@sheikhswamp  |
|  3765 | scrypto.bsky.social        | scrypto                      |        136 |        137 | hopeless. hopeful. i  |
|  4094 | mycelia.bsky.social        | mycelia 🌌                   |         92 |         58 | put the thigh highs   |
|  2766 | pentacle.xyz               | pentacle                     |         86 |         48 | tea lady              |
|  3976 | ein.bsky.social            | eddie                        |         99 |         90 | sad baby dev          |
|  1130 | str4d.xyz                  | str4d 🛡️                      |         59 |         27 | Zcash, Rust, cryptog  |
|  1339 | dounbug.bsky.social        | dounbug                      |        101 |         55 |                       |
|  3582 | pedrouid.bsky.social       | Pedro Gomes                  |         74 |         44 | Building WalletConne  |
|  3861 | flamehorizon.bsky.social   | pedro                        |         79 |         63 | co-founder @ https:/  |
|  3945 | samczsun.com               | samczsun                     |         96 |          6 |                       |
|  3355 | ansgar.bsky.social         | ansgar.eth 🦇🔊 .oO          |         53 |         29 | Researcher at Ethere  |
|   776 | neerajka.bsky.social       | Neeraj K. Agrawal            |        134 |         30 | Crypto policy twitte  |
|  5270 | seanbowe.com               | Sean Bowe                    |         75 |         39 | Cryptography researc  |
|  3419 | franzi.bsky.social         | Franzi                       |         57 |         32 | I spend my 🌞 at the  |
|  4033 | cronokirby.com             | Lúcás Meier                  |         74 |         29 | "Apprentice Cryptogr  |
|  3944 | phonk.bsky.social          | 303                          |         78 |         77 | malolactic engineer;  |
|   578 | timbeiko.bsky.social       | timbeiko                     |         76 |         35 | @ethereum protocol {  |
|  2130 | relativity.bsky.social     | rei                          |        117 |         63 | Relativity index ⭐️   |
|  3911 | socrates1024.bsky.social   |                              |         55 |         24 |                       |
|  3082 | osprey.bsky.social         | Joe // Osprey                |         69 |         55 | Personal views - not  |
|  1756 | jseam.com                  | Jseam                        |        107 |        155 | Super Shadowy Coder   |
|  4456 | felon.bsky.social          | felon                        |         99 |         96 | swe, founder @[soon]  |
|  4331 | greenjeff.bsky.social      | GREEN JEFF                   |         82 |         58 |                       |
|  3644 | collins.bsky.social        | Collins Belton               |         59 |         50 | Attorney, Gamer, Wan  |
|  3240 | inversebrahfan.bsky.social | ✨ •̥/⁠ᐠ⁠｡⁠ꞈ⁠｡⁠ᐟ⁠\                  |         75 |         63 |                       |
|  4077 | shizzy.bsky.social         | Shizzy                       |         84 |         60 | Artist                |
|  4500 | erwan.bsky.social          | erwanor                      |         55 |         29 | open source and priv  |
|  2171 | taek.org                   | David Vorick                 |         60 |         36 | Working on solar and  |
|  3183 | ngmi.bsky.social           | ngmi                         |         80 |          8 |                       |
|  4003 | simonapop.bsky.social      | SP🔥                         |         64 |         39 | 🦪                    |
|  4428 | ursula.bsky.social         | evil witch                   |         60 |         38 | 🤑                    |
|  3587 | tomas.bsky.social          | light                        |         71 |         47 | wearing many hats at  |
|  3071 | rust.bsky.social           | sudolabel                    |         77 |         80 | rust rust rust rust   |
|  1855 | rene.bsky.social           | rene                         |         40 |         22 | Lead Grifter @ Block  |
|  3879 | cryptus.bsky.social        | cryptus                      |         86 |         61 | leisure maxi | dopam  |
|  1565 | poordart.bsky.social       | poordart                     |         77 |         12 |                       |
|  3611 | tripleb.bsky.social        | beamersbongsandbalisongs     |         67 |         43 | West ham              |
|  3330 | strobie.xyz                | strobie reeeee 🍓            |         58 |         46 | llama tings defillam  |
|  4031 | zoo.bsky.social            | zoo                          |         71 |        104 | refuse connoiseur     |
|  4495 | violet.bsky.social         | aleph_v.eth                  |         65 |         29 | Smart contracts engi  |
|  4396 | thal.bsky.social           | thal                         |         77 |         42 | west ham              |
|  7523 | katesills.bsky.social      | Kate Sills                   |         69 |         30 | Karaoke enthusiast,   |
|  3783 | ens0.me                    | Thorne 🌸                    |        135 |        105 | creator, coder, & co  |
|  3982 | redshiftzero.bsky.social   | redshiftzero                 |         45 |         13 |                       |
|  1840 | sere.bsky.social           | ⬡⬢                           |         88 |         74 | the audacity.. i sha  |
|  3413 | bera.bsky.social           | antebear                     |         56 |         20 | smart tests & zkwann  |
|  3675 | cryptoph.bsky.social       | cryptoph.eth                 |         86 |         66 | Musician, mediocre d  |
|  1388 | refcell.bsky.social        | refcell.eth ♞                |         71 |         62 | scaling hyperstructu  |
|  4600 | plaidfinch.net             | plaidfinch                   |         51 |         37 | arboreal engineer @p  |
|  3677 | anand.bsky.social          | 🅰️🇳🅰️🇳🇩                        |        122 |        166 | forrest gump. andnas  |
|  3471 | justinleroux.bsky.social   | Justin Leroux                |         46 |         24 | GridPlus CEO, @0xMid  |
|  3609 | abbey.bsky.social          | abbey 🌱                     |         57 |         22 | radicle, optimism ht  |
|    83 | fbifemboy.bsky.social      | fbifemboy                    |         78 |         17 | anime-American        |
|   414 | scottl.bsky.social         | scottL                       |         52 |         27 |                       |
|  2161 | catch22.bsky.social        | Catch0x22                    |         64 |         71 | anti-crypto crypto c  |
|   778 | fubuloubu.bsky.social      | señor doggo is making tacos  |         37 |         34 | Just a Doggie, Forme  |
|  4262 | muddy.bsky.social          | Muddy                        |         52 |         27 | Artist, dog-lover, a  |
|  1060 | gtank.bsky.social          | George Tankersley            |         40 |         31 | You can't hide secre  |
|  2137 | xedra.bsky.social          | xedra                        |         51 |         33 | musician with a pass  |
|  4081 | geoff.bsky.social          | Geoff Costeloe               |         51 |         23 | Shadowy Super Lawyer  |
|  1284 | drnick.bsky.social         | drnick                       |         56 |         64 | Physicist, Education  |
| 10167 | gods.bsky.social           | Hactar                       |         49 |         25 | Comp bio, ML, invest  |
|   448 | dzack23.bsky.social        | Daniel “dn puǝ sᴉɥʇ” Goldman |         50 |         31 | #1 Leading Arbitrum   |
|  4055 | thales.bsky.social         | Underage by choice           |         53 |         34 | 17 ~ Devrel & Grants  |
+-------+----------------------------+------------------------------+------------+------------+-----------------------+


Block 8 (size 218)
+-------+-----------------------------+---------------------------+------------+------------+------------------------+
|       | handle                      | display_name              |   fs_count |   fg_count | description            |
|-------+-----------------------------+---------------------------+------------+------------+------------------------|
| 10709 | wongmjane.bsky.social       | Jane Manchun Wong         |        708 |         34 | the real hidden feat   |
|  4404 | jstn.net                    | jstn                      |        274 |         92 |                        |
|  4556 | alessio.bsky.social         | joseph alessio            |        208 |        230 | art director / desig   |
|  3735 | fiii.bsky.social            | fi ꩜                      |        133 |         82 | faerie being on the    |
|  4848 | constant.coffee             | raihan_                   |        119 |         77 | started a crypto/cul   |
|  4656 | stewartsc.bsky.social       | Stewart Scott-Curran      |        100 |         86 | Co-Founder and Creat   |
| 10722 | round.bsky.social           | Maxim Leyzerovich         |        286 |        132 | Innovation @ Amtrak    |
|  4515 | seyitaylor.bsky.social      | ST                        |        181 |         74 | internet explorer |    |
|  4439 | kristy.bsky.social          | Kristy Tillman            |        109 |         27 |                        |
|  3837 | drewcoffman.bsky.social     | drew coffman 𝕚𝕤 𝕠𝕟𝕝𝕚𝕟𝕖 🟢 |        185 |        155 |                        |
|  4348 | isosteph.bsky.social        | stephanie                 |        299 |         60 |                        |
|  4454 | malone.bsky.social          | malone                    |         71 |         44 |                        |
|  5158 | amrith.bsky.social          | Amrith                    |        104 |        126 | hooman to sando 🦊i b  |
|  4357 | jhoward.bsky.social         | Jonathan Howard           |        157 |        122 | technical founder in   |
|  4573 | ghosttyped.bsky.social      | Ghost                     |        127 |         84 | Hi!!!                  |
|  3790 | robinc.bsky.social          | robin🫀                   |         82 |         67 | Talkative designer     |
|  9168 | dame.bsky.social            | dame.eth                  |        128 |         48 | Artist & writer — cu   |
|  3877 | hipcityreg.bsky.social      | 🌀                        |        117 |         13 | you see it             |
|  4459 | isha.bsky.social            | isha                      |         60 |         35 | you might know me as   |
|  4398 | chain.bsky.social           | mihir                     |         76 |         53 |                        |
| 10519 | brit.bsky.social            | brittany 🌸               |        108 |         80 | 👩🏼‍💻 product designe |
|  3900 | katiewav.bsky.social        | katie                     |        102 |         51 | electronic superhigh   |
|  1469 | jessicahische.bsky.social   | Jessica Hische            |         54 |         25 | Lettering Artist & N   |
|  9406 | holla.bsky.social           | holyn                     |        111 |         61 | curiousholla.substac   |
|  9730 | bradley.bsky.social         | 𝙗𝙧𝙖𝙙𝙡𝙚𝙮                   |        108 |         75 | generational  ̶t̶a̶l      |
|  4387 | chrismartz.bsky.social      | chris martz               |         78 |         49 | hey                    |
|  2218 | syswarren.bsky.social       | Julie                     |        111 |         71 | Designer, French, An   |
|  3121 | andyreed.bsky.social        | andy                      |         70 |         64 | shitposter             |
|  4547 | ngelo.bsky.social           | Angelo🇵🇷                  |         69 |         72 | at the whetstone       |
|  3949 | kitvolta.bsky.social        | princess kitamine         |         83 |         28 | 5’11 former child ac   |
|  4406 | miguel.build                | Miguel Piedrafita         |        140 |         56 | 21. serial builder,    |
|  3327 | quasimatt.bsky.social       | quasimatt                 |         58 |         36 | i’m quasimatt          |
|  4655 | davidhoang.bsky.social      | David Hoang               |         70 |          6 | Design exec. Investi   |
|  1539 | tangert.bsky.social         | Tyler Angert              |         81 |         62 | typing                 |
| 10912 | krrishd.bsky.social         | 🥷🏽                      |         86 |         71 |                        |
|  3014 | regynald.com                | Regynald                  |         46 |          5 | hater                  |
|  1955 | taylorlorenz.bsky.social    | Taylor Lorenz             |         97 |         42 | Technology Columnist   |
|  9154 | nicole.bsky.social          | Nicole                    |        100 |         51 |                        |
|  2458 | thatjdanisso.cool           | jordan                    |         96 |         39 | Rationalist (very st   |
|  1294 | joeyabanks.bsky.social      | Joey Banks                |         50 |         20 | #blacklivesmatter /    |
|  3010 | injury.bsky.social          | christopher               |         39 |         29 | redeemable for a fre   |
| 10627 | south.bsky.social           | Ben South                 |         48 |         13 |                        |
|  2421 | katekassab.bsky.social      | kate                      |         38 |         13 | making web3 look coo   |
|   808 | noahkalina.com              | noah                      |         38 |         14 | 🤸🕳️links.noahkalina.   |
|  2066 | jwxyz.bsky.social           | Josh Williams             |         36 |          9 |                        |
|  1102 | mikeindustries.bsky.social  | Mike Davidson             |         42 |         12 | I’ve designed some p   |
|  3882 | cantino.bsky.social         | Chris Cantino             |         59 |         23 | I have no technical    |
|  3806 | okjose.bsky.social          | Ok, Jose                  |         38 |         14 | Weirdo type beat       |
|  2122 | sirsu.bsky.social           | su                        |         40 |         20 | a conduit of culture   |
|  2408 | laraisun.cool               | Lara                      |         48 |         12 | Design Director at T   |
|   755 | mich.bsky.social            | ︎︎mich ☻                    |         38 |         37 | nyc based design dar   |
|  3835 | savvy.bsky.social           | Savvy                     |         48 |         28 | Lead UX Designer, wo   |
|  2444 | abg.bsky.social             | lisa                      |         35 |         17 | ❤️‍🔥                    |
|  4452 | turtlekiosk.bsky.social     |                           |         43 |         14 |                        |
|  8238 | dvy.bsky.social             | david                     |         29 |          6 | meow                   |
|  2537 | mmmmmmnmnmmmmmm.bsky.social | "C"ON"VER"S"E"            |         54 |         53 | professional bluesky   |
|  3908 | yatu.bsky.social            | Yatú                      |         44 |         14 | actualizing            |
|  3469 | johnpalmer.bsky.social      | John Palmer               |         48 |         14 | Senior Idea Guy        |
|  4978 | caseylau.bsky.social        | Casey Lau                 |         25 |          4 | International tech c   |
|  2780 | gmn.bsky.social             | Gavin Nelson              |         41 |         13 | Product and icon des   |
|   661 | sophiebits.com              | sophie alpert             |         25 |         12 | hot lesbian            |
|  8097 | maxvoltar.bsky.social       | Max Voltar                |         38 |         17 | Software Interface D   |
|  1290 | palmbeachm.bsky.social      | bobby                     |         37 |         37 |                        |
|  2329 | aleks.bsky.social           | Aleks                     |         38 |         37 | product designer twi   |
|  2111 | joshuaogundu.bsky.social    | Joshua Ogundu             |         32 |          3 | Consumer tech, LA al   |
|  3846 | devin.bsky.social           | 🎨                        |         36 |         19 | 100% pretty cool       |
|  1978 | lachlanjc.me                | Lachlan Campbell          |         43 |         58 | 🧑🏻‍💻 WWW designer-de |
|  3398 | affan.bsky.social           | Affan Imran               |         33 |         48 | not a bot              |
|  1851 | renn.bsky.social            | Renato Valdés Olmos       |         33 |         37 | Dreamer. renatovalde   |
|  3883 | penryn.xyz                  | Penryn                    |         44 |         26 | i build too much shi   |
|  1041 | tonyhawk.bsky.social        | drew millard              |         36 |         16 | i’d rather be drivin   |
|  7708 | diana.bsky.social           | diana                     |         64 |         57 | 🎙️ podcasting at reh    |
|  1941 | michael.wang                | Michael Wang              |         36 |         37 | https://michael.wang   |
|  1473 | rodrigotello.bsky.social    | Rodrigo                   |         42 |         29 | 98% chimp              |
|  2556 | bloomy.bsky.social          | bloomy btw 🌸             |         31 |         19 | let's stay together    |
|   403 | firstadopter.bsky.social    | Tae Kim                   |         38 |         20 | funny, incisive, and   |
| 10922 | abdul.bsky.social           |                           |         37 |         19 | reluctant computer u   |
|  3475 | keikreutler.bsky.social     | kei 🗝️                     |         50 |         13 |                        |
|   653 | angiekim.bsky.social        | angy                      |         33 |         18 | She lurk               |
|  5243 | lizadixon.bsky.social       | Liza Dixon ⚡️             |         75 |         33 | PhD Candidate, HMI x   |
|  2746 | kda.bsky.social             | Kelly Austin              |         42 |         87 | genuine, eager, outs   |
|  1072 | emilie.bsky.social          | emilie                    |         34 |         14 | Trying to find my wa   |
|  4102 | iheanyi.bsky.social         | Iheanyi Ekechukwu         |         41 |          3 |                        |
|  1573 | cwervo.bsky.social          | Andrés Cuervo             |         37 |         11 | :-)                    |
|   609 | helen.blog                  | Helen H-S                 |         28 |         20 | I am both very cool    |
|  2623 | dead.bsky.social            | bran                      |         28 |         11 |                        |
| 10230 | hyam.bsky.social            | hyam                      |         37 |          3 | BORING. Art Directio   |
|  2261 | obelisk.bsky.social         | 𝕆𝔹𝔼𝕃𝕀𝕊𝕂                   |         78 |         13 | "ℂ𝕠𝕞𝕖, 𝕝𝕖𝕥 𝕦𝕤 𝕓𝕦𝕚𝕝𝕕    |
|  3478 | prianka.bsky.social         | Prianka                   |         27 |         11 | IYKYK                  |
|  4306 | elan.bsky.social            | Elan Miller               |         29 |         10 | Building Off-Menu, a   |
|  1310 | mrncst.bsky.social          | Mariana Castilho          |         41 |         23 | Brazilian product de   |
|  3508 | ling.bsky.social            | Ling                      |         35 |         22 | Design Leader @carta   |
| 10570 | jedmund.bsky.social         | jedmund                   |         35 |          7 |                        |
|  2014 | rileyj.bsky.social          | Riley Jones               |         35 |         22 | Brand & Webflow Desi   |
|  2741 | enicole.bsky.social         | Nicole                    |         47 |         32 |                        |
|  4739 | nvs.xyz                     | nvs                       |         41 |        104 | https://twitter.com/   |
|  3511 | parker.wtf                  | Parker                    |         60 |         45 | Coffee and computers   |
|  1497 | bijani.com                  | Jacob Bijani              |         25 |          3 | Jacob Bijani of The    |
|  2773 | dhof.bsky.social            | dom                       |         35 |          6 |                        |
|   419 | dalia.bsky.social           | Dalia Luna                |         24 |         11 | Just an egg. Caprico   |
+-------+-----------------------------+---------------------------+------------+------------+------------------------+


Block 10 (size 123)
+-------+---------------------------+-----------------------------------------+------------+------------+----------------------------------------+
|       | handle                    | display_name                            |   fs_count |   fg_count | description                            |
|-------+---------------------------+-----------------------------------------+------------+------------+----------------------------------------|
|  8796 | blackrabbit.bsky.social   | inle                                    |        139 |         62 |                                        |
| 10189 | heartade.bsky.social      | 하세/하트에이드                         |        107 |         88 | Full-Stack Engineer                    |
|  2256 | estel.bsky.social         | 에스텔🌟                                |         74 |         56 | 트위터 걔 맞음                         |
|  2158 | jpcorp.bsky.social        | JP.jung_대마왕                          |         73 |         19 | 대충 살아가는 Technical Ar             |
|  1464 | rokanarutari.bsky.social  | 사자솜                                  |         66 |         29 | 웹툰작가 사자솜/트위터 코리아 공식     |
| 10268 | eggry.bsky.social         | eggry                                   |         98 |         38 | Amateur Photographer                   |
|  8733 | silverkey.bsky.social     | Silverkey(은열쇠)🗝️                      |        113 |         55 | Love Tech, Movie, Mu                   |
|  2097 | exarmydoc.bsky.social     | 월급루팡 엑스아미닥, M.D.               |         76 |         90 | 월급루팡, M.D. / 아마추어 매지         |
|  7462 | hotcall21.bsky.social     | 탄화된 라즈그리즈                       |         58 |         40 | 팟캐스트 편집함. 드디어 쉬고 있음.     |
|  8790 | soyu.bsky.social          | Soyu                                    |         74 |         46 | LoL XD                                 |
|  1689 | raoulian.bsky.social      | Raoulian / 김형진                       |         59 |         32 | ラウルが悪い                           |
|   850 | kcanari.bsky.social       | 까날(오승택)                            |         52 |         16 | 차슈멘 연구소 연구소장                 |
|  2080 | coffeemania.bsky.social   | 커피덕후                                |         53 |         31 | 트위터에서 벗어나 천상에 도달하였다.   |
|  1544 | tuxedocat.bsky.social     | Tux🐈‍⬛/갱                              |         57 |         44 | Game Concept artist🥹                   |
|  5820 | deadcat.bsky.social       | 데드캣                                  |         55 |         36 | Dancing alone again,                   |
|  7534 | kchae.bsky.social         | K. CHAE                                 |         90 |         61 | On a journey to phot                   |
|  1583 | beatdead22.bsky.social    | 성북동 김이사                           |         55 |         34 | 망해가는 트위터로부터 도망쳐온 사이버  |
|  2248 | akamig.bsky.social        | Akamig                                  |         63 |         46 | Akamigificator.                        |
| 10441 | pram11.bsky.social        | 프렘님                                  |         92 |         84 | dev.making bluesky c                   |
|  1708 | bengi.bsky.social         | Bengi                                   |         44 |         34 | https://www.bengi.de                   |
|  6056 | ryustar.bsky.social       | Ryuhwangwon                             |         54 |         35 | Ryustar paper lab yo                   |
|  2247 | sanari.bsky.social        | 우산하                                  |         49 |         36 | 🍼                                     |
|  3284 | warden.bsky.social        | warden/워든                             |         53 |         34 | 미애니 떠드는 그 이상한 사람           |
|  8269 | silver01.bsky.social      | 실버                                    |         61 |         31 | 개발자가 아닌 일반인입니다. 아이패드   |
|  5957 | nec092.bsky.social        | Nec                                     |         47 |         28 | 드래돈즈 도그마 2 발매를 기다리는      |
|  7488 | nataenist.bsky.social     | nataenist                               |         48 |         16 | Powered by caffeine                    |
|  1518 | wirae.bsky.social         | 위래                                    |         42 |         19 | 단편 「미궁에는 괴물이」가 네이버 ‘    |
|  1634 | heyjinism.bsky.social     | Jeon Heyjin                             |         43 |         12 | Writer(SF & Thriller                   |
|  2081 | bead.bsky.social          | 비즈하는새 (비즈안하는중) 🏳️‍🌈           |         49 |         35 | 짹짹 || 닉네임은 새지만 사실 무척      |
|  1670 | gravity.bsky.social       | 토리                                    |         43 |         42 | 또 '보아라, 여기 있다.' 혹은 '         |
|  3434 | aru.bsky.social           | 하루                                    |         42 |         27 | 일상 / #하루茶                         |
|  6465 | raccoondaxter.bsky.social | 라쿤 덱스터                             |         48 |         28 | 지치고. 힘들고. 고지혈증에 지방간이    |
|  1782 | dodo.bsky.social          | 🦤Dodo 도도🏀 : 한국어 사용자 팔로우 중 |         42 |         49 | 제1언어 한국어. 한국어 말듣읽쓰 가     |
| 10791 | decafsagwa.bsky.social    | 포도롱                                  |         50 |         33 | 개구리 좋아고양이 좋아케이크 좋아인간  |
|  8653 | amethyst.bsky.social      | Amethyst                                |         56 |         30 | Mental health expert                   |
|  5630 | hyeon.me                  | Hyeon Kim (김지현)                      |         41 |         13 | https://hyeon.me                       |
|  5157 | rainygirl.bsky.social     | rainygirl                               |         37 |          7 | I am a software engi                   |
| 10473 | iso.bsky.social           | iso                                     |         52 |         45 | Kawaii Driven Furry                    |
|  4139 | monoidal-cat.bsky.social  | 야옹이                                  |         40 |         22 |                                        |
|  1018 | hwangdoh.bsky.social      | 황도타투 Hwangdoh tattoo                |         43 |         41 | tattoo artist in S.K                   |
|  1421 | ghoulgee.bsky.social      | ghoulGee                                |         38 |         19 | 만화 그리는 깊은굴쥐입니다★            |
|  1645 | finalchild.dev            | 파차                                    |         41 |         21 | 컴공탐라 질량 표준 단위마인크래프트/   |
|  1831 | nekizlab.bsky.social      | Nekizlab                                |         37 |         19 |                                        |
|  6225 | leviathan1104.bsky.social | L3V14TH4N1104                           |         41 |         13 | 잘 있어라 남아공 노예상 후예 놈아      |
|  1879 | pitabletop.bsky.social    | pi                                      |         43 |         34 | 보드게임, 장르소설, 이런저런 잡담      |
| 10319 | diveto.bsky.social        | DIVETO                                  |         47 |         26 | ID 보면 알겠지 @foxrayduc              |
| 10340 | crescent.bsky.social      | Hannah Park🌙                           |         48 |         27 | 🎼📷🍵🥐: Undergraduate                |
|  7526 | kkamka.bsky.social        | 깜카                                    |         49 |         36 | KKAMKA 한국어보이면 일단 팔로중        |
|  8867 | iksalkkun.bsky.social     | 익살꾼                                  |         69 |         57 | I don't know what I                    |
|   200 | gbox.at                   | 파랑상자                                |         27 |         33 | 파이썬과 데브옵스                      |
|  7368 | cheesekun.me              | 치즈군★                                 |         39 |          7 | 남자 좋아하는 오타쿠 아저씨.           |
|  1253 | chomu.bsky.social         | 초무                                    |         35 |         27 | 니가인외보다귀여워?인외보다멋져?인외보 |
| 10334 | starguitar.bsky.social    | 群靑日和                                |         48 |         28 | 東京事変 - 群青日和 http://y           |
|  2272 | ayana.bsky.social         | 彩菜                                    |         32 |         15 |                                        |
| 10329 | sepiroot.bsky.social      | sepiroot                                |         36 |          8 |                                        |
|  1826 | nuhae.bsky.social         | 누혜                                    |         43 |         31 | Amateur Artist, Kore                   |
|  1659 | existrei01.bsky.social    | 백유영                                  |         29 |          9 |                                        |
|   974 | textholic.bsky.social     | Lord Textholic                          |         36 |         30 | Twitter @TextholicJ평                  |
|  7352 | kkrelisa.bsky.social      | 코끼리엘리사                            |         39 |         29 |                                        |
|  7374 | giantroot.bsky.social     | giantroot                               |         30 |         10 | Ucieczka do błękitne                   |
|  7417 | nepu47.bsky.social        | Nepu47                                  |         34 |          6 | The Foxiest of the H                   |
|  5034 | realignist.me             | Haze Lee                                |         29 |         15 | 💻 Loves Computer, Pr                  |
|  1988 | cotton.bsky.social        | SuperCotton                             |         36 |         44 | Exodus from twitter.                   |
|  2045 | aliceislazy1.bsky.social  | Alice                                   |         46 |         38 | 🇰🇷💻Coding Newbie, st                  |
|  7426 | chichi.bsky.social        | CHICHI                                  |         42 |         22 | Film-gaap-bogo-kijul                   |
|  1543 | zangband.bsky.social      | 땃쥐마스터 유상                         |         35 |         22 | 카카오페이지 대학원생 이야기 썼습니다  |
