Block 6 (size 2299)
+-------+---------------------------+---------------------------------------------+------------+------------+-----------------------------------------+
|       | handle                    | display_name                                |   fs_count |   fg_count | description                             |
|  5427 | mairadosanjos.bsky.social   | Maíra                                      |         29 |         10 | Mais uma @ mais uma   |
|  6054 | marinalang.bsky.social      | Marina Lang                                |         39 |          7 | Jornalista            |
|  2922 | danibelgium.bsky.social     | Dani G.                                    |         44 |         31 | 💃🏻 🥂🍾✨           |
|  1980 | bolsoregrets.bsky.social    | Regreta (a.k.a. Bolsominions Arrependidos) |         33 |          9 | Agora é a vez de fas  |
|  3957 | borbs.net                   | Thiago Borbolla                            |         46 |         25 | Escrevo, falo e dese  |
|  1386 | fabiruiva.bsky.social       | Fabiana                                    |         33 |         11 | Ruiva carioca maluca  |
|   818 | jampamatos.bsky.social      | Jampa Matos                                |         37 |         26 | tudo isso me faria f  |
| 10609 | nathaliaborghi.bsky.social  | nathalia borghi                            |         35 |          9 | the overload of disc  |
| 11023 | sansquer.bsky.social        | Sansquer                                   |         37 |         26 | Capinando o mato      |
| 10635 | vitorgabriel.bsky.social    | Vítor Gabriel                              |         30 |          9 | ☕️                    |
|  1015 | vitordornelles.bsky.social  | Vitor                                      |         36 |         19 |                       |
| 10855 | fpcoliveira.bsky.social     | Felipe Oliveira                            |         27 |          5 | Young, broke and inf  |
| 10983 | diesonnenlicht.bsky.social  | Victorian Era™️                             |         24 |          3 |                       |
|  3181 | ahwardi.bsky.social         | Amanda Wardi                               |         24 |         24 | Um dia eu aprendo a   |
|  3951 | tatianacarvalho.bsky.social |                                            |         23 |         22 |                       |
|  6211 | raphanomundo.bsky.social    | Rapha Aretakis                             |         37 |         14 | 👉🏻 raphanomundo.com |
|  7667 | tarsisazevedo.bsky.social   | Tarsis Azevedo                             |         25 |          5 |                       |
|   570 | elinhas.bsky.social         |                                            |         25 |         27 |                       |
|  1849 | altmelissa.bsky.social      | Melissa                                    |         22 |         11 | On a first-name basi  |
| 10950 | felixcatus.bsky.social      | Miss Sem Propósito                         |         25 |          8 | Por enquanto, defend  |
|  5340 | nadine.bsky.social          | Nadine                                     |         22 |         11 | Fck Space Karen       |
|  5166 | andrechaos.bsky.social      | andrechaos                                 |         21 |          4 | joy as an act of res  |
| 10954 | biarosenburg.bsky.social    | Beatriz Rosenburg                          |         32 |          5 | Desbravando uma nova  |
| 10972 | celso.bsky.social           | celso                                      |         24 |          6 | Macaco, praia, carro  |
| 10523 | moke.bsky.social            | Moke                                       |         26 |          4 |                       |
| 10394 | alvaromamute.bsky.social    | Álvaro Mamute                              |         27 |          3 | Screenwriter, direct  |
|  3465 | zsbianca.bsky.social        | Bianca                                     |         21 |          8 | Ilustradora, designe  |
|  6846 | protocol.bsky.social        | Protocol droid                             |         24 |          7 | Capixaba bairrista.   |
|  2030 | jonathanf.bsky.social       | Jon                                        |         26 |         10 | Assessor Jurídico. C  |
|  4388 | chrizo.bsky.social          | chrizo                                     |         21 |          8 | A pessoa no canto do  |
+-------+-----------------------------+--------------------------------------------+------------+------------+-----------------------+


Block 15 (size 57)
+-------+----------------------------+------------------------------+------------+------------+------------------------+
|       | handle                     | display_name                 |   fs_count |   fg_count | description            |
|-------+----------------------------+------------------------------+------------+------------+------------------------|
| 10403 | gavinkarlmeier.bsky.social | Gavin Karlmeier              |        105 |         28 | Branchenbeobachter u   |
| 10402 | horn.bsky.social           | Dennis Horn                  |        112 |         18 | Nerd vom Dienst und    |
|  9579 | spree.monster              | Anselm Schumacher            |        120 |         63 | Als Kind fiel ich in   |
| 10343 | matschbild.bsky.social     | Mathias Schumacher           |         46 |          8 | Ein ❤️ fürs Internet    |
| 10533 | bettefrost.bsky.social     | Judith Sümmermann            |         57 |         25 | „Blue skies smiling    |
| 10406 | annle.bsky.social          | Anna-Lena Baecker            |         45 |          9 | Eigentlich Wirtschaf   |
|  9239 | witichind.bsky.social      | Micha Anders                 |         47 |         27 | works @ crossroads b   |
|  9323 | neverchuckless.bsky.social | neverchuckless               |         40 |          7 | Wenn man alles mit d   |
|   597 | holgi.bsky.social          | Holger Klein                 |         23 |          4 | Ich werde von etwas    |
| 10317 | cosima.bsky.social         | Cosima                       |         39 |          4 | Loves working with d   |
|  9143 | schb.me                    | Felix Schaumburg             |         85 |         53 | I try a thing called   |
| 10293 | reddakteur.bsky.social     | Andreas Szabó                |         44 |         25 | Social Media Berater   |
| 10354 | gantzkow.bsky.social       | Sven Gantzkow                |         29 |         14 | In der Tür geirrt. J   |
| 10290 | lucassoeker.bsky.social    | Lucas Söker                  |         37 |          9 | Was mit Medien und D   |
| 10475 | sir.bsky.social            | simon r.                     |         77 |        360 | yours truly            |
| 10555 | donphilippo.bsky.social    | Philipp Hüwe                 |         34 |          5 | Reklamezeug @ http:/   |
|  9996 | eay.social                 | Stefan Grund                 |         58 |         25 | 👨🏻‍💻 Building digita |
| 10582 | pantarhei76.bsky.social    | Claudia Eff                  |         49 |         44 | too old to die young   |
| 10558 | arndissler.bsky.social     | Arnd Issler                  |         24 |          3 | web technology • app   |
| 10392 | jethi.bsky.social          | Jens Thiele (fka Jens Mayer) |         46 |         25 | Podcast Editor & Pro   |
|  9570 | pip.bsky.social            | Philipp Kloeckner ✅         |         76 |         31 | 🇪🇺 Investor/Advisor    |
| 10019 | vowe.net                   | Volker Weber                 |         49 |          7 | I explain difficult    |
|  8476 | superklass.bsky.social     | Erich Schicker               |         56 |         49 | ^..^  ^..^   ... kle   |
| 10564 | smue.bsky.social           | SMUE                         |         30 |          8 | Broadcast Pro # digi   |
| 10022 | phil.pizza                 | Phil Jahner                  |         47 |         18 | Berlin-based ★ Produ   |
| 10345 | stephan.bsky.social        | Stephan Waba                 |         50 |         52 | he/him | public empl   |
| 10361 | felixfri.bsky.social       | Felix Frieler                |         34 |         11 | journalism & tech @d   |
| 10569 | holger.bsky.social         | Holger Krupp                 |         26 |          4 | All human beings are   |
|  9272 | uber.bsky.social           | Chris                        |         32 |          7 |                        |
|  6195 | medienberater.bsky.social  | André Hermes                 |         21 |          5 | schreibt über digita   |
| 10547 | riese.bsky.social          | Gerd Riesenhuber             |         42 |         29 | 👨‍🏫 Lehrer, Maker, I  |
| 10554 | jbloom.bsky.social         | Janet__Bloom                 |         28 |          7 | Blond, fröhlich, fre   |
| 10303 | mkmedi.bsky.social         | Markus Medinger              |         34 |         10 | Social Media is your   |
| 10549 | dieserjanos.bsky.social    | Dieser Janos                 |         27 |          5 | ceo of snacks, ketch   |
|  7822 | wortfeld.de                | Alexander Svensson           |         38 |          8 | »Your name sounds so   |
| 10588 | lasse.bsky.social          | Lasse                        |         27 |          3 | I miss the Concorde    |
|  9914 | mariokorte.de              | ǝʇɹoʞ oıɹɐɯ                  |         36 |         11 | It's me, Mario! | 🌻   |
| 10302 | vonstein.bsky.social       | vonStein                     |         28 |          7 | Fotograf aus Leipzig   |
|  1211 | fraubluecher.bsky.social   | Frau Blücher                 |         31 |         27 | Musiknerd • Hobbykün   |
| 10318 | bluestorm.bsky.social      | bluestorm                    |         28 |         10 |                        |
|   271 | ludwig.bsky.social         | Ludwig 🧿                    |         32 |         37 | 👷 UX / Interaction /  |
| 10561 | wssndrf.me                 | wssndrf                      |         28 |          4 | ...für eine Kiste Sp   |
| 10574 | einbild.bsky.social        | Sandra Steffan               |         26 |          7 | Digital CreatorIllus   |
|  1333 | toensberger.bsky.social    | Henrik                       |         30 |         11 | techzeugs  - podcas   |
| 10580 | beeszwo.bsky.social        | Erik Dammert                 |         23 |          4 |                        |
|  1558 | sorcerer86.bsky.social     | sorcerer86                   |         25 |          9 | Buchautor & Podcaste   |
|  1555 | saidfaz.bsky.social        | Said Faz                     |         23 |          7 | 👨‍💻Dipl. Informatike  |
| 10553 | norbert.bsky.social        | Norbert Brüggemann           |         33 |         10 |                        |
| 10557 | petersuwe.bsky.social      | Uwe Peters                   |         27 |         15 | Software nerd, autom   |
| 10584 | andereanna.bsky.social     | Anna Roth                    |         25 |          7 | Nerdine 👩🏻‍💻 • Femin |
| 10586 | reusper.bsky.social        | reusper                      |         24 |          3 |                        |
| 10550 | escete.bsky.social         | SeTörrö                      |         23 |          6 | Sun is shinin' in th   |
| 10552 | geothor.bsky.social        | Thorsten Georgi              |         25 |          6 |                        |
| 10585 | nimea.bsky.social          | LittleNimSunshine            |         23 |          3 | (she/her) Happy in m   |
| 10047 | felix.bsky.social          |                              |         24 |          5 |                        |
| 10565 | schalksernst.bsky.social   | ⟦ˈmartiːn ˈʃtaɪ̯n⟧            |         22 |          4 |                        |
| 10409 | udondan.com                | udondan                      |         25 |          4 |                        |
+-------+----------------------------+------------------------------+------------+------------+------------------------+


Block 11 (size 43)
+-------+---------------------------+------------------+------------+------------+----------------------+
|       | handle                    | display_name     |   fs_count |   fg_count | description          |
|-------+---------------------------+------------------+------------+------------+----------------------|
| 10720 | jasmine.bsky.social       | jasmine          |        358 |         84 | words, the web, and  |
|  9789 | lucas.bsky.social         | Lucas Gelfond    |        114 |         86 | http://lucasgelfond. |
| 11095 | spencer.bsky.social       | spencer chang    |        244 |         52 | researching communal |
|  9790 | jessica.bsky.social       | jess             |         85 |         21 | go bears!!!          |
| 11101 | ivan.bsky.social          | ivan             |        263 |         18 | three dogs in a tren |
|  9124 | jzhao.xyz                 | Jacky            |         96 |         43 | sunset posting and s |
| 10849 | saffron.bsky.social       | saffron          |         90 |         31 |                      |
|  9786 | jess.bsky.social          | jess             |         81 |         42 | internet girl knitti |
|  9652 | tian.bsky.social          | Tianyu Fang      |         63 |         27 | Writer, researcher,  |
|  2352 | charlesxjyang.bsky.social | Charles Yang     |         32 |         20 | Currently: ⚡️ Energy |
|  4407 | igel.bsky.social          | Luke Igel        |         39 |         25 | Test                 |
|  3570 | sujin.bsky.social         | jay              |         45 |         59 | oh you know (@jacobk |
| 10701 | maximillian.bsky.social   | maximillian      |         34 |         10 |                      |
|  1186 | niknaps.bsky.social       | nikhil           |         32 |         19 | professional goofy l |
|  1283 | kevinchu.bsky.social      | kevin chu        |         41 |         49 | neon fruit supermark |
|  1311 | samfraser.bsky.social     | Sam              |         28 |         13 | the strongest of war |
|  2469 | harold.bsky.social        | hal              |         31 |         13 | part-time poster     |
|  1331 | whomst.bsky.social        | jason            |         42 |         33 | I should be stretchi |
|  1646 | brunella.bsky.social      | brunella         |         35 |         27 | nicebrunella.substac |
|  9792 | hamish.bsky.social        | Hamish           |         88 |         16 | A person on the thin |
|  9754 | gabirnbaum.bsky.social    | Gabriel Birnbaum |         45 |         14 | Plasmacel. Particle  |
|  9788 | mills.bsky.social         | Mills            |         55 |          7 | mills.land if you mu |
|  3669 | annawang.bsky.social      | anna 🌱          |         34 |         16 | no identifiers       |
|  3497 | sebastien.bsky.social     | sebastien        |         23 |         12 |                      |
|  1286 | ze.vin                    | kevin            |         27 |         14 | fan of phoebe bridge |
|  9812 | ninzucchi.bsky.social     |                  |         39 |         20 |                      |
|  1288 | nkl.bsky.social           | nikhil           |         25 |          9 |                      |
| 10658 | worm.bsky.social          |                  |         42 |          7 |                      |
|  3488 | hanaknight.bsky.social    | hanaknight 🌸🌗  |         38 |         13 | I try to make pretty |
|  1050 | malectro.bsky.social      | Kyle             |         21 |          3 | https://kylejwarren. |
| 10664 | seansie.bsky.social       | Seansie P        |         31 |          9 | 🦎🌊🎨🌲             |
|  4753 | ansonyu.me                |                  |         22 |         13 |                      |
|  9787 | gone.bsky.social          | jake             |         41 |         25 |                      |
| 10681 | selina.bsky.social        | selina           |         30 |          9 |                      |
|  1729 | briansholis.bsky.social   | Brian            |         30 |         31 | Writer & editor in T |
| 10680 | moon.bsky.social          |                  |         25 |          5 |                      |
| 10967 | jasminew.bsky.social      |                  |         23 |          7 |                      |
|   499 | amirbolous.bsky.social    | amir             |         23 |         13 | FAFOing              |
|  4781 | yiqinfu.bsky.social       | Yiqin Fu         |         23 |         19 | PhDing @ Stanford    |
| 10692 | patricktrack.bsky.social  |                  |         23 |          5 |                      |
| 11075 | benh.bsky.social          | Ben Hylak        |         22 |          9 | design, robots, ar   |
| 10828 | benhack.bsky.social       |                  |         22 |          5 |                      |
|  8134 | lafresh.bsky.social       |                  |         22 |          5 |                      |
+-------+---------------------------+------------------+------------+------------+----------------------+


Block 16 (size 28)
+------+------------------------+-----------------+------------+------------+-----------------------+
|      | handle                 | display_name    |   fs_count |   fg_count | description           |
|------+------------------------+-----------------+------------+------------+-----------------------|
|  852 | lobi.to                | Harley Watson   |         38 |         18 | (it/she 🏳️‍⚧️)⚡️ thi     |
| 7779 | codero.be              | Mara            |         68 |         59 | like a rubber band w  |
| 7760 | vee.bsky.social        | V               |         61 |         72 | a pithy autobiograph  |
| 7755 | mystupid.social        | May             |         42 |         21 | Cyber shamaness, int  |
| 3443 | jesopo.bsky.social     | Jess Porter     |         46 |         25 | i can only apologise  |
| 1378 | monads.bsky.social     | Monads          |         44 |         23 | fnordographer         |
| 3431 | edef.eu                | edef            |         61 |         39 | isomorphism collecto  |
| 4109 | scarlet.systems        | Scarlet         |         60 |         40 | hold yourself to low  |
| 1251 | nyanotech.bsky.social  | meowy catgirl   |         50 |         33 |                       |
|  491 | cyn.bsky.social        | Cynthia         |         33 |         21 | https://cynthia.re    |
| 3373 | eta.st                 | eta             |         32 |          5 | https://eta.st/       |
| 7929 | vilk.pub               | vilk            |         30 |          8 | first furry on blues  |
| 3726 | videah.net             | videah θΔ       |         45 |         59 | werewolf on the comp  |
| 1248 | erincandescent.net     | erincandescent  |         39 |         19 | I wrote the initial   |
| 8053 | jet.tf                 | jet             |         59 |         41 | web3 infrastructure   |
| 7925 | pawgge.rs              | zenith          |         30 |          8 | blue panda | CS @ Ge  |
| 1663 | frogg.ie               | ⌬ꙮθ∆            |         75 |         45 | Yes, I can do a blon  |
| 8055 | punk.place             | sl0mad          |         58 |         60 | ditch-rat, techno-we  |
|  837 | dequis.org             | dx �            |         33 |         17 |                       |
| 4205 | aiju.bsky.social       | Emily           |         65 |         14 | @the_aiju from twitt  |
|  659 | metakosmia.bsky.social | will            |         23 |          5 | https://soundcloud.c  |
| 7762 | koletyst.bsky.social   | Icelyn Jennings |         67 |         91 | coder, SRE, infosec   |
| 1156 | zotan.pw               | zotan           |         26 |         10 | nothing to see here.  |
|  367 | jaz.bsky.social        | Jaz             |         25 |         21 | Jaz. Gender Nomad. I  |
| 7936 | radruler.bsky.social   | Radruler        |         24 |          4 | Fennec fox on the in  |
| 7681 | hyperfekt.net          | liv             |         29 |          3 | conscious oxymora |   |
| 2121 | invoker.bsky.social    | INVOKER         |         23 |          6 | NYCJust trying to fi  |
| 4044 | lumpen.pro             | Maz Lumpen      |         36 |         27 | Online otter 🦦 he/hi |
+------+------------------------+-----------------+------------+------------+-----------------------+


Block 24 (size 25)
+------+----------------------------+----------------------+------------+------------+----------------------+
|      | handle                     | display_name         |   fs_count |   fg_count | description          |
|------+----------------------------+----------------------+------------+------------+----------------------|
| 5079 | hawaii.bsky.social         | Ryan Kawailani Ozawa |         49 |         42 | Geek dad in paradise |
| 5257 | stephengraves.bsky.social  | Stephen Graves       |         72 |         60 | Special Projects Edi |
| 1766 | ilanhz.bsky.social         | Ilan Hazan           |         32 |         13 | Co-founder @decryptm |
| 1737 | decryptmedia.bsky.social   | Decrypt              |         33 |          5 | Demystifying Bitcoin |
| 4853 | droberts.bsky.social       | Dan Roberts          |         37 |         12 | writer; reader; talk |
| 1690 | abigailcarlson.bsky.social | Abigail              |         28 |          4 | chief chaos officer  |
| 1534 | quittner.bsky.social       | Josh Quittner        |         45 |         27 | Decrypt Media co-fou |
| 4763 | dragonwolftech.bsky.social | Jason Nelson         |         31 |          9 | West coast reporter  |
|  544 | stacy.bsky.social          | Stacy Elliott        |         25 |         11 | Writing, data, podca |
| 1758 | liamgallas.bsky.social     | Liam J. Kelly        |         25 |          8 | EU News Editor at @d |
|  632 | alanna.bsky.social         | Alanna               |         28 |         15 | Mermaid. Shaman in t |
|  221 | ahaywa.bsky.social         | Andrew Hayward       |         22 |         10 | Culture Editor at de |
| 1334 | h0ck3y.bsky.social         | Leo Matchett         |         22 |          3 | FilmPupsSpice        |
|  984 | plawler.bsky.social        | Paul Lawler          |         23 |          3 | Amateur astronomer,  |
|  641 | dangeruss.bsky.social      | Russell Kealoha      |         31 |         21 | Living La Vida Witho |
| 1158 | maitri.bsky.social         | Maitri Carmichael    |         30 |         35 | Serial entrepreneur, |
|  636 | valdezign.bsky.social      | Valentino Valdez     |         22 |          3 | Artist, designer, an |
|  926 | ianscheuring.bsky.social   | Ian Scheuring        |         23 |          3 | Winter is coming.    |
| 1184 | shayla.bsky.social         | Shayla Maddox        |         33 |         23 | Artist on Maui. Ment |
| 1218 | ericnakagawa.xyz           | Eric                 |         26 |          5 | memelord             |
| 1213 | sustainkohala.bsky.social  | Sustainable Kohala   |         38 |         38 | It’s not Disneyland. |
| 1926 | howdai.bsky.social         | Tina                 |         23 |          4 | Expert at overthinki |
| 1292 | sandra.bsky.social         | Sandra               |         22 |          3 |                      |
| 1164 | chaung.bsky.social         | Nick                 |         31 |         17 | Interested in tech,  |
|  526 | kateirwin.bsky.social      | Kate Irwin           |         21 |         11 | Journalist and gamer |
+------+----------------------------+----------------------+------------+------------+----------------------+


Block 17 (size 25)
+------+-----------------------------+----------------------------+------------+------------+----------------------+
|      | handle                      | display_name               |   fs_count |   fg_count | description          |
|------+-----------------------------+----------------------------+------------+------------+----------------------|
| 4504 | micahflee.com               | Micah Lee                  |        126 |         35 | Investigative journa |
| 8851 | cooperq.bsky.social         | Exploit code not people 🏴 |         73 |         41 | Public interest tech |
| 4507 | kenklippenstein.bsky.social | Ken Klippenstein           |        130 |         94 | Journalist           |
| 4611 | janusrose.bsky.social       | janus rose                 |         74 |          9 | raving in the late a |
| 1114 | yael.bsky.social            | Yael Grauer                |         29 |         16 |                      |
| 4370 | legind.bsky.social          | Bill Budington             |         47 |         11 | @eff Threat Lab Seni |
| 4216 | hexa.bsky.social            | Hexadecim8                 |         59 |         16 | Slide whistle musici |
| 1370 | annalise.bsky.social        | Annalise                   |         23 |          9 |                      |
| 4372 | fgregg.bunkum.us            | Forest Gregg               |         31 |         20 | partner at datamade. |
| 1007 | blahaj.life                 | Bastian                    |         36 |         37 | 19, they/themMostly  |
|      |                             | @basti564                  |            |            |                      |
| 3805 | telefontelaviv.bsky.social  | Telefon Tel Aviv           |         45 |         16 | My name is Josh, and |
| 1297 | morisy.bsky.social          |                            |         27 |         18 |                      |
| 1374 | lorax.bsky.social           | Lorax Horne                |         25 |         10 | Editor and writer.   |
|  508 | yan.bsky.social             | yan                        |         26 |          4 | security at brave so |
| 8969 | joncallas.bsky.social       | Jon Callas                 |         35 |          5 | Cryptographer, etc.  |
| 1049 | dangillmor.bsky.social      |                            |         30 |          6 |                      |
|  861 | wukko.me                    | wukko                      |         29 |          7 | 18 year old develope |
| 1432 | akil.bsky.social            | akil                       |         25 |          5 | lover of dirt. potte |
| 4429 | danarel.com                 | Dan Arel                   |         34 |         19 | Father, husband, lea |
| 8910 | crw.bsky.social             | crw                        |         29 |          3 | tech @ effcommunity  |
| 2617 | ras.bsky.social             | Radamés Ajna               |         26 |         13 |                      |
| 3489 | rebeccawilliams.bsky.social | Rebecca                    |         21 |          6 |                      |
| 4301 | rasmi.bsky.social           | rasmi                      |         25 |         27 | Researcher of broken |
| 3862 | ggreenwald.bsky.social      | Glenn Greenwald            |         37 |         10 |                      |
|  565 | manasi.bsky.social          | Manasi                     |         29 |          4 |                      |
+------+-----------------------------+----------------------------+------------+------------+----------------------+


Block 23 (size 21)
+-------+-----------------------------+-------------------+------------+------------+----------------------+
|       | handle                      | display_name      |   fs_count |   fg_count | description          |
|-------+-----------------------------+-------------------+------------+------------+----------------------|
|  2266 | floguo.bsky.social          | floguo            |         69 |         43 | floguo go foomtwitte |
|  2196 | michellefang.bsky.social    | michelle fang ✨  |         75 |         27 | head of social @ saf |
|  2918 | zehra.bsky.social           | zehra             |         34 |          8 | lover of many things |
|  1530 | braun.bsky.social           | rachel            |         34 |          9 | producing in tech /  |
|  1971 | qtami.bsky.social           | ami yoshimura     |         26 |         11 | verci.com :)         |
|  2019 | nateobrien.bsky.social      | Nate O’Brien      |         34 |         22 | Idk what this app is |
|  4264 | priya.bsky.social           | prizzya           |         28 |          9 | what’s it like to ju |
|  3083 | wayde.bsky.social           | Wayde             |         29 |         20 | Full Stack Humanhttp |
|  3174 | eshita.bsky.social          | Eshita            |         40 |          8 | i like doggies & cry |
| 10312 | iamgaurangdesai.bsky.social | Gaurang Desai     |         38 |         18 | Growth Marketer Help |
|  2067 | jaclyn.bsky.social          | jac               |         25 |         10 |                      |
|  4302 | bvajresh.bsky.social        | Vajresh Balaji    |         39 |         59 | Product Lead         |
|  2366 | erifili.bsky.social         | Erifili Gounari   |         27 |         11 | Founder and CEO at T |
|  1944 | jarettdewbury.bsky.social   | Jarett            |         21 |          8 | bme @uwaterloo, ml r |
|   431 | kaitmiyamoto.bsky.social    | kait              |         27 |         17 | 恵子 | design        |
|  2170 | sdan.bsky.social            | Surya             |         29 |         19 | llm accelerationist  |
|  3938 | abi.bsky.social             | Abi | abishek.eth |         23 |          3 | ABI ≠ app binary int |
|  1920 | pas.bsky.social             | Paul Sawaya       |         21 |         12 | Startup founder, bui |
|   242 | peace.bsky.social           | peacenode.eth     |         24 |          5 | identity and invento |
|   278 | obrien.bsky.social          | Mike O’Brien      |         21 |          4 | American YouTuber &  |
|   980 | hbn.bsky.social             | hassan            |         21 |          3 | Person behind ZeARht |
+-------+-----------------------------+-------------------+------------+------------+----------------------+


Block 14 (size 19)
+------+--------------------------+------------------------+------------+------------+------------------------------------------+
|      | handle                   | display_name           |   fs_count |   fg_count | description                              |
|------+--------------------------+------------------------+------------+------------+------------------------------------------|
| 2213 | greentanuki.bsky.social  | ぐりーんたぬき         |        123 |         16 | ごはんが好きなフリーランスイラストレータ |
| 3662 | ssm.bsky.social          | sashimi                |        112 |         27 | JP/illustratorhttps:                     |
| 1811 | ranbuta.bsky.social      | ✌🐷✌                   |         40 |         20 | 暗躍する豚                               |
| 1784 | aotakana.bsky.social     | Aotakana               |        101 |         31 | illustrator & travel                     |
| 3612 | liga.bsky.social         | Liga                   |         35 |         15 |                                          |
| 1814 | pnizo.bsky.social        | pnizo                  |         59 |          8 | NFT degen                                |
| 1789 | nishiyama.bsky.social    | Nishiyama              |         41 |         22 | 😎https://twitter.com                    |
| 2373 | sykz.bsky.social         | Sykz                   |         35 |         16 | Ayo ! Im sykz, I do                      |
| 1691 | norimaki.bsky.social     | すとんぴぃ             |         36 |         16 | WATASHI WA NORIMAKI                      |
|  681 | futaba.bsky.social       | futaba                 |         28 |         13 | びーる                                   |
|  831 | kuroisusumu.bsky.social  | 黒井ススム             |         75 |          4 | フリーランスのイラストレーターです。趣味 |
|  843 | m4ta2bi.bsky.social      | m4ta2bi                |         27 |          9 | またたびと読みます                       |
|  865 | xmioart.bsky.social      | MIO                    |         31 |         11 | blue surreality~made                     |
|  834 | nijinaarc.bsky.social    | にじまあるく/nijimaarc |         67 |          3 | Illustrator🎨キャラデザ・TC              |
|  832 | itaco.bsky.social        | itaco                  |         35 |          3 | 野生のイラストレーターですitaco19        |
| 3016 | saltseacake.bsky.social  | SaltSeaCake            |         33 |         13 | Weeb/3D Anime Artist                     |
|  666 | happyhacking.bsky.social | Chuck K.               |         22 |         13 | Software engineer wh                     |
| 3329 | uyjpn.bsky.social        | yuuui                  |         24 |          4 | photographer based i                     |
| 1580 | tonmmton.bsky.social     | ぴぐかつ及びとんかつ   |         23 |          5 | イラスト描いてます。開発とかなんもわかん |
+------+--------------------------+------------------------+------------+------------+------------------------------------------+


Block 21 (size 18)
+-------+----------------------------+------------------+------------+------------+----------------------+
|       | handle                     | display_name     |   fs_count |   fg_count | description          |
|-------+----------------------------+------------------+------------+------------+----------------------|
|  7725 | mmasnick.bsky.social       | Mike Masnick     |        113 |         25 | Techdirt guy. Someti |
|  7604 | cathygellis.bsky.social    | Cathy Gellis     |         45 |         17 | Lawyer, writer, all- |
|   780 | smoseee.bsky.social        | Sasha Moss       |         40 |         33 | tech policy things @ |
|   711 | aricohn.bsky.social        | Ari Cohn         |         31 |         11 | First Amendment & de |
|  1089 | morar.bsky.social          | David Morar      |         33 |         20 | Senior Policy Analys |
|  7764 | sarahemclaugh.bsky.social  | Sarah McLaughlin |         38 |          8 | Global Expression, F |
|  7770 | adamsteinbaugh.bsky.social | Adam Steinbaugh  |         31 |          7 | First Amendment lawy |
|  4053 | zgr.bsky.social            | Zach Graves      |         63 |         44 | Executive Director,  |
|   700 | kirtinuthi.bsky.social     | Kir Nuthi        |         37 |         23 | A London-based 🇺🇸 wo |
|  4020 | iohnsands.bsky.social      | John Sands       |         27 |         10 | This is a Mike Masni |
|   712 | mattlane.bsky.social       | Matthew Lane     |         24 |         13 | Policy, pottery, fit |
|  7751 | tbarkley.bsky.social       | Taylor Barkley   |         43 |         17 | Director, Technology |
|  3565 | schuman.bsky.social        | Daniel Schuman   |         26 |          4 | Daniel Schuman, advo |
|  8227 | randylubin.bsky.social     | Randy Lubin      |         30 |         10 | Startups & Game Desi |
|  8072 | knowtheory.bsky.social     | Ted Han          |         27 |         12 | Director of Product  |
|  3105 | trevor.bsky.social         | Trevor Croker    |         32 |         26 | Editor at Techmeme   |
| 10492 | nickpunt.bsky.social       | Nick Punt 🏕️      |         24 |          3 | Product creator pers |
|  8171 | hiteck.bsky.social         | Teck             |         26 |          9 | 🤖                   |
+-------+----------------------------+------------------+------------+------------+----------------------+


Block 28 (size 17)
+------+---------------------------+------------------+------------+------------+----------------------+
|      | handle                    | display_name     |   fs_count |   fg_count | description          |
|------+---------------------------+------------------+------------+------------+----------------------|
| 7538 | bilge.bsky.social         | Bilge            |         54 |         24 | Machine Learning Eng |
| 1742 | yakuter.bsky.social       | Erhan Yakut      |         36 |          9 | Software Developer @ |
|  332 | utku.bsky.social          | Utku Şen         |         40 |         10 | https://twitter.com/ |
| 7536 | mert.bsky.social          | Mert Susur       |         72 |         51 | Engineering Manager  |
| 7537 | eayurt.bsky.social        | Ender Ahmet Yurt |         62 |         15 | Software Engineer    |
| 1755 | guney.bsky.social         | Guney K.         |         37 |          8 | SWE @WhatsApp        |
|  177 | fka.bsky.social           | fatih kadir akın |         39 |         15 | happy human • develo |
|  284 | merve.bsky.social         | merve            |         41 |         11 | open-sourceress at h |
| 1760 | mustafaturhan.bsky.social | mustafa turhan   |         28 |          8 | frontend dev         |
|  475 | bt.hn                     | batuhan          |         38 |         25 | technologist craftin |
| 5182 | kilic.bsky.social         | Kılıç            |         52 |        126 | software carpenter   |
| 1644 | evren.bsky.social         | Evren Tan        |         32 |          7 | Software Crafter | H |
| 3069 | furkan.bsky.social        | Furkan Çalışkan  |         22 |         10 | SecEng @meta         |
| 9157 | ebru.bsky.social          | Ebru             |         29 |          3 |                      |
| 5488 | vehbi.bsky.social         | Vehbi Emiroglu   |         30 |         21 |                      |
| 1564 | azer.bsky.social          | Azer Koçulu      |         27 |         10 | Building Sway (sway. |
|  316 | ilgaz.bsky.social         | Abdullah Ilgaz   |         29 |         28 | Muslim • Writing and |
+------+---------------------------+------------------+------------+------------+----------------------+


Block 36 (size 17)
+-------+-----------------------------+------------------+------------+------------+-------------------------------+
|       | handle                      | display_name     |   fs_count |   fg_count | description                   |
|-------+-----------------------------+------------------+------------+------------+-------------------------------|
| 10218 | josephastor.bsky.social     | Joseph Astor     |         86 |         57 | josephastor.com               |
|  7176 | acn.lol                     | Andy             |         78 |        111 | Time Magazine’s Pers          |
|  7241 | maique.bsky.social          | maique           |         63 |         59 | 夫 | パパ | 旅行の写真家 🍭 Li |
